Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level,Temperature_Band,Temperature_x_Humidity,CO2_sum,co2_ratio,MetalOxideSensor_sum,avg_metal_oxide,mos_variance,time_index,is_daytime,hvac_active,Session_ID_Bands,Temperature_session_lag1,Temperature_session_lag2,Temperature_session_lag3,Temperature_session_roll_mean_3,Temperature_session_roll_std_3,Temperature_session_roll_mean_5,Temperature_session_roll_std_5,Temperature_session_roll_mean_10,Temperature_session_roll_std_10,Humidity_session_lag1,Humidity_session_lag2,Humidity_session_lag3,Humidity_session_roll_mean_3,Humidity_session_roll_std_3,Humidity_session_roll_mean_5,Humidity_session_roll_std_5,Humidity_session_roll_mean_10,Humidity_session_roll_std_10,CO2_InfraredSensor_session_lag1,CO2_InfraredSensor_session_lag2,CO2_InfraredSensor_session_lag3,CO2_InfraredSensor_session_roll_mean_3,CO2_InfraredSensor_session_roll_std_3,CO2_InfraredSensor_session_roll_mean_5,CO2_InfraredSensor_session_roll_std_5,CO2_InfraredSensor_session_roll_mean_10,CO2_InfraredSensor_session_roll_std_10,MetalOxideSensor_Unit1_session_lag1,MetalOxideSensor_Unit1_session_lag2,MetalOxideSensor_Unit1_session_lag3,MetalOxideSensor_Unit1_session_roll_mean_3,MetalOxideSensor_Unit1_session_roll_std_3,MetalOxideSensor_Unit1_session_roll_mean_5,MetalOxideSensor_Unit1_session_roll_std_5,MetalOxideSensor_Unit1_session_roll_mean_10,MetalOxideSensor_Unit1_session_roll_std_10,MetalOxideSensor_Unit2_session_lag1,MetalOxideSensor_Unit2_session_lag2,MetalOxideSensor_Unit2_session_lag3,MetalOxideSensor_Unit2_session_roll_mean_3,MetalOxideSensor_Unit2_session_roll_std_3,MetalOxideSensor_Unit2_session_roll_mean_5,MetalOxideSensor_Unit2_session_roll_std_5,MetalOxideSensor_Unit2_session_roll_mean_10,MetalOxideSensor_Unit2_session_roll_std_10,avg_metal_oxide_session_lag1,avg_metal_oxide_session_lag2,avg_metal_oxide_session_lag3,avg_metal_oxide_session_roll_mean_3,avg_metal_oxide_session_roll_std_3,avg_metal_oxide_session_roll_mean_5,avg_metal_oxide_session_roll_std_5,avg_metal_oxide_session_roll_mean_10,avg_metal_oxide_session_roll_std_10,co2_ratio_session_lag1,co2_ratio_session_lag2,co2_ratio_session_lag3,co2_ratio_session_roll_mean_3,co2_ratio_session_roll_std_3,co2_ratio_session_roll_mean_5,co2_ratio_session_roll_std_5,co2_ratio_session_roll_mean_10,co2_ratio_session_roll_std_10,HVAC_prev_session,HVAC_changed_session,time_since_last_change_session
morning,17.35,50.64,566.78,584.59,498.78,734.03,699.18,637.97,low,2679,maintenance_mode,bright,Moderate Activity,16-18,878.604,1151.37,0.9695342018003485,2569.96,642.49,103.70844099364976,4237,1,1,2000-3000,17.3,17.42,16.9,17.206666666666667,0.27227437142219135,17.360000000000003,0.2918903903866455,17.501,0.2463714449545384,50.72,50.5,48.01,49.74333333333333,1.5051356528013433,49.897999999999996,1.0994635055333728,48.14678,5.862034356357115,567.6,568.9300000000001,559.71,565.4133333333333,4.983797079876476,567.148,4.363613181752342,567.241,3.5635358532973633,513.71,489.26,511.32,504.7633333333333,13.479355820413751,500.76000000000005,11.92958716804648,499.71999999999997,9.046386632853618,740.03,742.96,752.13,745.04,6.3124717821143825,741.54,6.933729155366365,740.967,5.439487414577286,650.278,643.125,654.6375,649.3468333333334,5.812462265110377,645.7529000000001,6.664692025895196,644.7442,4.670832481118088,0.9772222492343332,0.9827267528324208,0.9510790128273934,0.9703426716313824,0.01690832052134916,0.9717899404207548,0.012247536412553781,0.9732967078739255,0.008924983942676525,heating_active,1,0
morning,17.23,50.9,569.95,587.06,494.19,737.77,696.68,646.1,low,2679,ventilation_only,moderate,High Activity,16-18,877.007,1157.01,0.9708547661723594,2574.74,643.685,106.48167995794705,4238,1,1,2000-3000,17.35,17.3,17.42,17.35666666666667,0.060277137733556974,17.294,0.2327659768954002,17.467000000000002,0.2407880580281937,50.64,50.72,50.5,50.620000000000005,0.11135528725868728,50.05,1.1478240283247816,50.051,0.771570548369507,566.78,567.6,568.9300000000001,567.7700000000001,1.085034561687584,566.8340000000001,4.311673688947638,566.847,3.347400483951517,498.78,513.71,489.26,500.5833333333333,12.324351233769956,500.256,11.954276640601027,499.48400000000004,9.036003541387178,734.03,740.03,742.96,739.0066666666667,4.552102078526776,741.7320000000001,6.647956076868895,740.717,5.716469481537063,642.49,650.278,643.125,645.2976666666667,4.3247654657016295,645.6641,6.7144130644480695,644.7474500000001,4.669075565474624,0.9695342018003485,0.9772222492343332,0.9827267528324208,0.9764944012890342,0.006626324219128485,0.9704042804720752,0.011975640426673873,0.9725073640494097,0.008867915075069272,maintenance_mode,1,0
morning,17.28,50.64,565.39,580.36,495.24,748.82,696.36,650.01,low,2679,maintenance_mode,,Moderate Activity,16-18,875.0592,1145.75,0.9742056637704085,2590.4300000000003,647.6075000000001,109.30447303290018,4240,1,1,2000-3000,17.23,17.35,17.3,17.293333333333333,0.06027713773355137,17.240000000000002,0.20236106344865729,17.43,0.24644133852386516,50.9,50.64,50.72,50.75333333333333,0.13316656237138041,50.153999999999996,1.2072199468198515,50.117000000000004,0.8164564355256335,569.95,566.78,567.6,568.11,1.6453874923728835,566.594,4.035954657818138,566.861,3.3614330607913505,494.19,498.78,513.71,502.2266666666667,10.206235022442161,501.45199999999994,10.678917079929917,499.10699999999997,9.184085329160174,737.77,734.03,740.03,737.2766666666666,3.0302695149654144,741.384,6.836225566785952,740.1,5.662669178243884,643.685,642.49,650.278,645.4843333333333,4.194214626521367,646.8430999999999,5.368858170042419,644.6042,4.678426339177763,0.9708547661723594,0.9695342018003485,0.9772222492343332,0.9725370724023471,0.004110855631780768,0.970283396573371,0.011965376115373016,0.9715373952226771,0.008408502844365963,ventilation_only,1,0
morning,17.29000000000002,50.56,569.08,587.89,498.31,744.45,712.79,638.95,low,2679,cooling_active,,Moderate Activity,16-18,874.182400000001,1156.97,0.968004216829672,2594.5,648.625,109.52592189370819,4242,1,1,2000-3000,17.28,17.23,17.35,17.286666666666665,0.06027713773355044,17.316000000000003,0.07231873892753325,17.393,0.23734878226893694,50.64,50.9,50.64,50.72666666666667,0.15011106999088486,50.68,0.14628738838228486,50.182,0.8309673078206985,565.39,569.95,566.78,567.3733333333333,2.337184916387493,567.73,1.7862950484066198,566.618,3.3722191835913713,495.24,494.19,498.78,496.07,2.4049324314827687,498.236,9.295903936681972,499.812,8.49790405531239,748.82,737.77,734.03,740.2066666666666,7.690190721518363,740.722,5.580373643402173,740.888,6.304458387170704,647.6075000000001,643.685,642.49,644.5941666666666,2.6771513934262683,645.4371,3.363257654422337,645.1320499999999,4.690961483119651,0.9742056637704085,0.9708547661723594,0.9695342018003485,0.9715315439143722,0.002408144580054733,0.974908726761974,0.005298309411112864,0.9715216243381288,0.008402759482992985,maintenance_mode,1,0
morning,17.19,50.75,563.73,584.71,496.99,737.32,703.85,637.71,low,2679,eco_mode,moderate,Low Activity,16-18,872.3925,1148.44,0.9641189633081032,2575.87,643.9675,106.36751520867011,4243,1,1,2000-3000,17.29000000000002,17.28,17.23,17.266666666666676,0.03214550253689391,17.290000000000006,0.043011626336020826,17.362000000000002,0.22734213081729576,50.56,50.64,50.9,50.699999999999996,0.17776388834763893,50.692,0.12930583900083206,50.221,0.8394502169079355,569.08,565.39,569.95,568.14,2.4209708796384173,567.76,1.8125534474773282,567.1270000000001,3.315133816632531,498.31,495.24,494.19,495.91333333333336,2.140942160202199,500.046,7.885298345656877,499.2490000000001,8.379706239876691,744.45,748.82,737.77,743.68,5.565096584965151,741.02,5.766446045874165,740.842,6.273453417200869,648.625,647.6075000000001,643.685,646.6391666666667,2.6084769662251164,646.5371,3.3171112507769034,645.4526,4.820518942788072,0.968004216829672,0.9742056637704085,0.9708547661723594,0.9710215489241466,0.0031040857598283065,0.9719642195614243,0.0037245282573825462,0.9709026690626026,0.008412015489701193,cooling_active,1,0
morning,17.17,50.77,565.8199999999999,584.4,500.45,748.08,698.96,646.9,low,2679,heating_active,very_bright,Moderate Activity,16-18,871.7209000000001,1150.2199999999998,0.968206706077675,2594.39,648.5975,107.05716926795081,4244,1,1,2000-3000,17.19,17.29000000000002,17.28,17.25333333333334,0.05507570547300817,17.268000000000008,0.060991802728484944,17.314000000000004,0.2046243170085555,50.75,50.56,50.64,50.65,0.09539392014414291,50.698,0.13160547100979123,50.298,0.8501346298610603,563.73,569.08,565.39,566.0666666666667,2.7384362934687085,566.9860000000001,2.5671638046613685,567.067,3.3762472592382835,496.99,498.31,495.24,496.84666666666664,1.5400108224718496,496.70200000000006,1.964324311313991,498.73100000000005,8.33908394915611,737.32,744.45,748.82,743.5300000000001,5.804937553496203,740.4780000000001,6.005178598507913,741.009,6.140708337716453,643.9675,648.625,647.6075000000001,646.7333333333333,2.448714373569718,645.275,2.676608745227869,645.51395,4.794677462504151,0.9641189633081032,0.968004216829672,0.9742056637704085,0.9687762813027279,0.005087479161327732,0.9693435623761785,0.003709797574879677,0.9705667513984665,0.008628253967421064,eco_mode,1,0
morning,17.09,50.96,569.87,582.78,504.06,744.44,695.312,638.88,low,2679,cooling_active,bright,Moderate Activity,16-18,870.9064,1152.65,0.9778475565773577,2582.692,645.673,103.79360485758906,4247,1,1,2000-3000,17.17,17.19,17.29000000000002,17.216666666666672,0.06429100507341505,17.232000000000006,0.05310367219008511,17.263,0.16248418726516456,50.77,50.75,50.56,50.693333333333335,0.11590225767345651,50.724000000000004,0.13011533345347412,50.387,0.8480965615882964,565.8199999999999,563.73,569.08,566.2099999999999,2.696238120057943,566.7940000000001,2.621741787431373,566.814,3.3641944718466337,500.45,496.99,498.31,498.5833333333333,1.7461195071726676,497.03599999999994,2.4802177323814028,498.646,8.31428382697617,748.08,737.32,744.45,743.2833333333334,5.474050907081882,743.288,5.499588166397418,742.51,5.810106137872645,648.5975,643.9675,648.625,647.0633333333334,2.6811055710895326,646.4965,2.473833437204435,646.0803,4.7905578786702385,0.968206706077675,0.9641189633081032,0.968004216829672,0.9667766287384835,0.0023038315104910237,0.9690780632316436,0.0037401217246564055,0.9697411718518593,0.008393218340486508,heating_active,1,0
morning,17.05,50.99,569.01,596.46,497.99,751.14,700.8879999999999,639.59,low,2679,ventilation_only,very_bright,Moderate Activity,16-18,869.3795000000001,1165.47,0.9539784713912441,2589.608,647.402,109.55561438222443,4248,1,1,2000-3000,17.09,17.17,17.19,17.150000000000002,0.05291502622143259,17.204000000000004,0.0829457654137542,17.222,0.14702985335601226,50.96,50.77,50.75,50.826666666666675,0.1159022576735035,50.736000000000004,0.15142654985077367,50.44500000000001,0.8671825387746624,569.87,565.8199999999999,563.73,566.4733333333334,3.121703594735951,566.778,2.5978009931408863,566.686,3.2012955710606703,504.06,500.45,496.99,500.5,3.5352651951436727,499.01000000000005,3.404386875785258,500.23100000000005,7.582325134442964,744.44,748.08,737.32,743.2800000000001,5.472988214859471,744.6220000000001,4.554198063323416,743.003,5.735952986791196,645.673,648.5975,643.9675,646.0793333333332,2.3415924246815036,646.8941,2.0287064043450878,646.8686,3.826336417224463,0.9778475565773577,0.968206706077675,0.9641189633081032,0.9700577419877119,0.00704899416536121,0.9704766213126433,0.005475435113584997,0.9703800089430071,0.00877303824581049,cooling_active,1,0
morning,17.05,50.92,569.45,584.94,498.48,743.6,705.396,651.7,low,2679,heating_active,very_bright,Moderate Activity,16-18,868.186,1154.39,0.9735186498213173,2599.176,649.794,107.68891535653363,4250,1,1,2000-3000,17.05,17.09,17.17,17.103333333333335,0.061101009266196264,17.158000000000005,0.09338094023983685,17.237000000000002,0.11460560389682531,50.99,50.96,50.77,50.906666666666666,0.11930353445653662,50.806,0.17501428513040967,50.743,0.16593506092612662,569.01,569.87,565.8199999999999,568.2333333333332,2.133783806619337,567.5020000000001,2.618619865494466,567.616,2.1166545931313725,497.99,504.06,500.45,500.8333333333333,3.053102247440676,499.56000000000006,2.814000710735317,498.89799999999997,6.512485103413596,751.14,744.44,748.08,747.8866666666667,3.354181469944649,745.086,5.165934571786456,742.904,5.566976438487838,647.402,645.673,648.5975,647.2241666666667,1.4703379146739315,646.853,2.0126584099222478,646.1450500000001,2.7174562395537065,0.9539784713912441,0.9778475565773577,0.968206706077675,0.9666775780154256,0.01200778836332982,0.9664311828368104,0.008607800090625757,0.9706699547993922,0.00808522038160914,ventilation_only,1,0
morning,17.05,50.84,567.8,583.74,506.24,744.46,706.534,645.39,low,2679,heating_active,very_bright,Moderate Activity,16-18,866.8220000000001,1151.54,0.9726933207032354,2602.624,650.656,104.57095376186767,4252,1,1,2000-3000,17.05,17.05,17.09,17.063333333333336,0.0230940107678902,17.11,0.06633249580768626,17.200000000000003,0.10852547064118992,50.92,50.99,50.96,50.95666666666667,0.03511884584987061,50.878,0.11077003204706479,50.785,0.14998148033859973,569.45,569.01,569.87,569.4433333333333,0.4300387580126906,567.576,2.678895294699303,567.668,2.158496390227247,498.48,497.99,504.06,500.1766666666667,3.3719776590789734,499.59400000000005,2.7960919155168793,499.82000000000005,5.582661651136698,743.6,751.14,744.44,746.3933333333334,4.132134234668728,744.9159999999999,5.205927390962971,742.9680000000001,5.571368872290112,649.794,647.402,645.673,647.623,2.069369710804507,647.0868,2.3151328417675585,646.81195,2.7122703430685533,0.9735186498213173,0.9539784713912441,0.9778475565773577,0.968448225929973,0.01271672936465515,0.9675340694351394,0.009193106760919011,0.9697491444982818,0.00701274130886117,heating_active,0,1
morning,16.98,50.96,569.02,585.57,495.1,746.99,695.93,647.52,low,2679,ventilation_only,moderate,High Activity,16-18,865.3008,1154.5900000000001,0.97173693841601,2585.54,646.385,108.72674080770867,4253,1,1,2000-3000,17.05,17.05,17.05,17.05,0.0,17.082,0.052153619242367555,17.175000000000004,0.11167910378552401,50.84,50.92,50.99,50.916666666666664,0.07505553499791351,50.896,0.09016651262917574,50.797000000000004,0.14900037285599158,567.8,569.45,569.01,568.7533333333334,0.8544198812012299,568.39,1.631824132668782,567.6879999999999,2.1587228734605555,506.24,498.48,497.99,500.90333333333336,4.628178187292184,501.4440000000001,3.5898648999674934,499.07300000000004,3.6998379844356295,744.46,743.6,751.14,746.4,4.127420501958579,746.344,3.1905924214757566,743.4110000000001,5.487289251838786,650.656,649.794,647.402,649.284,1.6858837445085786,648.4245000000001,1.9685851518364526,646.8497500000001,2.768004157130036,0.9726933207032354,0.9735186498213173,0.9539784713912441,0.9667301473052655,0.01105098280699183,0.9692489409141659,0.009196519049498607,0.9692962516451722,0.006611241484949954,heating_active,1,0
morning,17.0,50.91,563.12,586.0,498.28,744.35,695.18,653.36,low,2679,eco_mode,very_bright,Low Activity,16-18,865.4699999999999,1149.12,0.9609556297594614,2591.17,647.7925,106.38594937772565,4254,1,1,2000-3000,16.98,17.05,17.05,17.026666666666667,0.04041451884344519,17.044,0.039749213829703874,17.138,0.10850499220520313,50.96,50.84,50.92,50.906666666666666,0.061101009270075744,50.934000000000005,0.058137767412473354,50.829,0.145865234606401,569.02,567.8,569.45,568.7566666666667,0.8559400290861079,569.03,0.773853991369605,567.912,2.1702216988545566,495.1,506.24,498.48,499.94000000000005,5.711707275411995,500.37399999999997,4.612003902862483,498.70500000000004,3.909303006926143,746.99,744.46,743.6,745.0166666666668,1.762223973654508,746.126,3.0775607223868904,744.7070000000001,4.459733549590783,646.385,650.656,649.794,648.9449999999999,2.258530717080868,647.982,2.1593928544919265,647.23925,2.3249395004076483,0.97173693841601,0.9726933207032354,0.9735186498213173,0.972649636313521,0.0008916586383424357,0.969954987381833,0.009231944818853548,0.9695165253067384,0.006656590322781281,ventilation_only,1,0
morning,16.99,50.95,563.64,580.88,493.12,743.54,847.72,639.78,low,2679,eco_mode,moderate,Low Activity,16-18,865.6405,1144.52,0.9703208907686254,2724.16,681.04,151.3327309826485,4255,1,1,2000-3000,17.0,16.98,17.05,17.01,0.03605551275482891,17.026,0.03361547262913847,17.115000000000002,0.11118053386825567,50.91,50.96,50.84,50.903333333333336,0.06027713773746689,50.924,0.05683308895095374,50.83,0.1464392175769803,563.12,569.02,567.8,566.6466666666666,3.1145037057913845,567.6800000000001,2.622279542680673,567.229,2.506296293551356,498.28,495.1,506.24,499.8733333333333,5.738373753366691,499.218,4.159293209190597,499.11400000000003,3.5849444440086096,744.35,746.99,744.46,745.2666666666668,1.4934635359868873,746.108,3.090124592953905,745.365,3.7517233077334184,647.7925,646.385,650.656,648.2778333333333,2.1764699821798414,648.4059,1.7647863326847673,647.65,1.9616979606680016,0.9609556297594614,0.97173693841601,0.9726933207032354,0.9684619629595689,0.006518239436616913,0.9665766020182536,0.008696889836866617,0.9685266116654484,0.007153014176733477,eco_mode,0,1
morning,16.95,50.96,569.99,578.93,494.0,734.23,701.462,646.04,low,2679,ventilation_only,very_bright,Moderate Activity,16-18,863.7719999999999,1148.92,0.9845577168490877,2575.732,643.933,106.37587130547979,4258,1,1,2000-3000,16.99,17.0,16.98,16.99,0.010000000000662753,17.014,0.03361547262914624,17.086000000000002,0.10068653225679551,50.95,50.91,50.96,50.94,0.026457513119950874,50.916000000000004,0.04722287580936959,50.861000000000004,0.13403565031613782,563.64,563.12,569.02,565.2599999999999,3.26661904728002,566.606,3.0120889761034566,567.054,2.7023948226963963,493.12,498.28,495.1,495.5,2.603151935634311,498.244,5.003326893180098,498.90200000000004,3.8892609980654074,743.54,744.35,746.99,744.96,1.804078712248884,744.588,1.4068653098214223,744.8370000000001,3.5790223680669206,681.04,647.7925,646.385,658.4058333333334,19.614392409232185,655.1335,14.578507656822543,650.99325,10.73804978219971,0.9703208907686254,0.9609556297594614,0.97173693841601,0.9676711529813655,0.00585875301090848,0.96984508589373,0.00510968296639109,0.9681381343652701,0.006911738524460926,eco_mode,1,0
morning,16.89,50.99,571.23,585.75,493.49,746.85,700.54,642.6,low,2679,ventilation_only,bright,Low Activity,16-18,861.2211000000001,1156.98,0.9752112659407405,2583.48,645.87,110.17580889953415,4261,1,1,2000-3000,16.95,16.99,17.0,16.98,0.026457513110893064,16.994,0.036469165058741385,17.052,0.07927448798047422,50.96,50.95,50.91,50.94,0.026457513119950874,50.924,0.051283525616976036,50.900999999999996,0.08491171886209559,569.99,563.64,563.12,565.5833333333334,3.8251318060148565,566.714,3.14624855978731,567.145,2.7920333092494283,494.0,493.12,498.28,495.1333333333334,2.76038644637489,497.34799999999996,5.340292126842819,498.471,4.189387252990269,734.23,743.54,744.35,740.7066666666666,5.623560556562702,742.714,4.916038038906843,743.8149999999999,4.912551385087298,643.933,681.04,647.7925,657.5885,20.40106796836898,653.9612999999999,15.331358532433862,650.52405,10.953378239535631,0.9845577168490877,0.9703208907686254,0.9609556297594614,0.9719447457923914,0.011884540697906103,0.972052899299284,0.008411742946587723,0.9697934843672117,0.008641836762208567,ventilation_only,0,1
morning,16.81,51.24,567.53,578.93,503.87,755.29,833.74,641.3,low,2679,cooling_active,very_bright,Low Activity,16-18,861.3444,1146.46,0.9803084984707849,2734.2,683.55,143.49637463480857,4262,1,1,2000-3000,16.89,16.95,16.99,16.94333333333333,0.0503322295685951,16.961999999999996,0.04438468204328014,17.022,0.07800284895161139,50.99,50.96,50.95,50.96666666666667,0.02081666000656111,50.95399999999999,0.028809720576686557,50.925,0.07011894656070389,571.23,569.99,563.64,568.2866666666667,4.071613111948528,567.4,3.7569069724924593,567.895,2.7800689439814636,493.49,494.0,493.12,493.5366666666667,0.44185216230221974,494.79799999999994,2.0843991940172764,498.121,4.464062549338482,746.85,734.23,743.54,741.54,6.5434012562270265,743.192,5.234149405584356,744.768,4.4113812399810355,645.87,643.933,681.04,656.9476666666666,20.88703871623127,653.0040999999999,15.733445158325367,650.7143,10.84280783950558,0.9752112659407405,0.9845577168490877,0.9703208907686254,0.9766966245194846,0.007233707333854573,0.972556488346785,0.008534149169971281,0.9709027146304756,0.008543875868979315,ventilation_only,1,0
morning,16.80000000000001,51.19,567.95,577.02,498.79,901.7,694.17,643.16,low,2679,heating_active,bright,High Activity,16-18,859.9920000000005,1144.97,0.9842813057012214,2737.8199999999997,684.4549999999999,166.7998206433888,4264,1,1,2000-3000,16.81,16.89,16.95,16.883333333333336,0.07023769168576967,16.928,0.07886697661305725,16.986,0.0848789988428806,51.24,50.99,50.96,51.06333333333333,0.15373136743632237,51.010000000000005,0.13171939872207977,50.972,0.10400854665793097,567.53,571.23,569.99,569.5833333333334,1.8832241856437149,567.102,3.6539663380993344,568.066,2.689366716029974,503.87,493.49,494.0,497.12000000000006,5.85123063978817,496.552,4.588198993071175,498.463,4.782001092054063,755.29,746.85,734.23,745.4566666666666,10.598911893837107,744.8520000000001,7.545596066579395,745.489,5.4740528353731195,683.55,645.87,643.933,657.7843333333334,22.33473027223172,660.4371,20.0197231699151,654.20955,14.942976660272311,0.9803084984707849,0.9752112659407405,0.9845577168490877,0.980025827086871,0.004679632835910712,0.97427080035774,0.009165894374532335,0.9721128938697865,0.008966203850521838,cooling_active,1,0
morning,16.86,50.85,561.58,586.34,490.39,742.58,699.65,635.48,low,2679,maintenance_mode,very_bright,High Activity,16-18,857.331,1147.92,0.9577719395610534,2568.1,642.025,110.25418948956091,4266,1,1,2000-3000,16.80000000000001,16.81,16.89,16.83333333333334,0.04932882862327371,16.888,0.08378544026312355,16.957,0.09440456674519779,51.19,51.24,50.99,51.13999999999999,0.13228756555518695,51.065999999999995,0.137949266035397,50.995,0.1244766823327234,567.95,567.53,571.23,568.9033333333333,2.025866069954273,568.068,2.8983995583703046,567.874,2.6137380638892527,498.79,503.87,493.49,498.7166666666667,5.190388553213365,496.654,4.641576240892671,497.936,4.36922367881499,901.7,755.29,746.85,801.2800000000001,87.0685976687343,776.322,70.49287673233357,761.215,49.662631435628974,684.4549999999999,683.55,645.87,671.2916666666666,22.02045885837442,667.7696,20.924286685572813,658.0877499999999,17.32417440914086,0.9842813057012214,0.9803084984707849,0.9752112659407405,0.9799336900375822,0.004546621419835983,0.978935935546092,0.006126856785558118,0.9727562687821727,0.00962969874198758,heating_active,1,0
morning,16.76,44.98,545.71,596.19,551.06,760.17,735.91,691.97,low,2679,eco_mode,moderate,Moderate Activity,16-18,753.8648000000001,1141.9,0.915329004318541,2739.1099999999997,684.7774999999999,93.50697563105476,4269,1,1,2000-3000,16.86,16.80000000000001,16.81,16.823333333333338,0.03214550253681167,16.862000000000002,0.06140032573273967,16.938,0.09271221902037903,50.85,51.19,51.24,51.093333333333334,0.2122105872331657,51.04600000000001,0.16379865689225145,50.981,0.1327026751807109,561.58,567.95,567.53,565.6866666666666,3.562672218066738,567.6560000000001,3.716218508102254,567.1310000000001,3.2367351520324545,490.39,498.79,503.87,497.68333333333334,6.807799448671278,496.108,5.278136034626204,497.17600000000004,4.977440663184041,742.58,901.7,755.29,799.8566666666667,88.42756602628648,776.13,70.60570338152559,760.359,49.928641179187046,642.025,684.4549999999999,683.55,670.01,24.239944822545013,659.9666,21.98607491800287,657.5500499999999,17.770383107934837,0.9577719395610534,0.9842813057012214,0.9803084984707849,0.9741205812443532,0.014297005385366468,0.9764261453045776,0.011094525570500023,0.9731356155991537,0.008851021836987877,maintenance_mode,1,0
morning,16.59,44.33,531.31,595.34,554.77,779.78,735.99,699.86,low,2679,ventilation_only,very_bright,Low Activity,16-18,735.4347,1126.65,0.8924480114011353,2770.4,692.6,97.52411838446255,4271,1,1,2000-3000,16.76,16.86,16.80000000000001,16.80666666666667,0.050332229568578996,16.824000000000005,0.05128352562069106,16.909000000000002,0.0989331985630012,44.98,50.85,51.19,49.00666666666666,3.4913368977131958,49.85,2.72691217313645,50.387,1.9043345294354463,545.71,561.58,567.95,558.4133333333334,11.453175687702021,562.8,10.16755624523269,564.757,7.389262555294195,551.06,490.39,498.79,513.4133333333333,32.872384053081966,507.52,24.87742350003339,502.434,17.78980244721876,760.17,742.58,901.7,801.4833333333332,87.23466761175429,781.318,67.64834861251214,762.016,49.584426363302725,684.7774999999999,642.025,684.4549999999999,670.4191666666667,24.59059834740423,668.1355,22.12690531344226,661.0483999999999,19.438998136335144,0.915329004318541,0.9577719395610534,0.9842813057012214,0.952460749860272,0.034781626162677645,0.9625804027984683,0.02828678686107077,0.9673166510488761,0.020297562514275017,eco_mode,1,0
morning,16.47,44.3,530.59,599.97,577.59,782.09,747.48,706.44,low,2679,cooling_active,,Low Activity,16-18,729.6209999999999,1130.56,0.8843608832368938,2813.6,703.4,89.39157342837187,4272,1,1,2000-3000,16.59,16.76,16.86,16.736666666666668,0.13650396819632638,16.764000000000003,0.10358571330106414,16.863,0.1285863307065528,44.33,44.98,50.85,46.72,3.5914203318464395,48.517999999999994,3.537084957984443,49.736000000000004,2.6849878956896847,531.31,545.71,561.58,546.1999999999999,15.140947790677048,554.816,15.932284205348125,561.108,12.77019429069857,554.77,551.06,490.39,532.0733333333333,36.14645533566615,519.7760000000001,30.66031115302009,507.287,24.35238708354119,779.78,760.17,742.58,760.8433333333332,18.60913843608265,787.9039999999999,65.00508003225572,765.548,49.452709576366566,692.6,684.7774999999999,642.025,673.1341666666666,27.223759192722895,677.4815,20.15204980268868,665.2428,21.376111817997927,0.8924480114011353,0.915329004318541,0.9577719395610534,0.9218496517602431,0.03314653873113813,0.9460277518905473,0.04058827294517134,0.959292120118666,0.03098457152953574,ventilation_only,1,0
morning,16.19,44.13,525.77,599.48,593.53,790.53,752.32,696.22,low,2679,cooling_active,dim,Moderate Activity,16-18,714.4647000000001,1125.25,0.8770434361829528,2832.6000000000004,708.1500000000001,85.66898038380054,4275,1,1,2000-3000,16.47,16.59,16.76,16.60666666666667,0.14571661996266347,16.696000000000005,0.1613381541982337,16.812,0.17112698339121538,44.3,44.33,44.98,44.53666666666666,0.3842308333970855,47.13,3.563474428138901,49.07,3.1357933605389428,530.59,531.31,545.71,535.87,8.52929070907913,547.4280000000001,17.085749032453897,557.265,15.59473860704939,577.59,554.77,551.06,561.14,14.366380894294933,534.52,37.95638549704122,515.5360000000001,32.405208154793726,782.09,779.78,760.17,774.0133333333333,12.044186702857116,793.2639999999999,62.707900857866136,769.058,49.23432831312374,703.4,692.6,684.7774999999999,693.5925000000001,9.3508378635316,681.4514999999999,23.348222068287065,670.9442999999999,23.30409519710103,0.8843608832368938,0.8924480114011353,0.915329004318541,0.8973792996521901,0.016062202018816123,0.9268382288437691,0.04294204155696702,0.9505545146007546,0.038494952500486124,cooling_active,0,1
morning,16.14,44.42,524.75,605.27,569.02,598.14,751.0559999999999,709.08,low,2679,heating_active,very_bright,Moderate Activity,16-18,716.9388,1130.02,0.8669684589241686,2627.296,656.824,87.10857904936803,4276,1,1,2000-3000,16.19,16.47,16.59,16.416666666666668,0.2052640575778956,16.574,0.26216407076503834,16.731,0.2470919756782493,44.13,44.3,44.33,44.25333333333333,0.10785793124744891,45.718,2.887086766967687,48.391999999999996,3.4143481564324154,525.77,530.59,531.31,529.2233333333334,3.012263821995123,538.992,14.660979503430744,553.53,18.278446931350686,593.53,577.59,554.77,575.2966666666666,19.481502337686646,553.4680000000001,39.284737748901826,525.0609999999999,39.90114992773398,790.53,782.09,779.78,784.1333333333333,5.658801404296843,771.03,19.406688280074302,773.6759999999999,48.82334828519847,708.1500000000001,703.4,692.6,701.3833333333333,7.9687410130710274,686.1904999999999,26.32515992354179,676.9800499999999,24.430589125622607,0.8770434361829528,0.8843608832368938,0.8924480114011353,0.8846174436069939,0.007705491667047868,0.9053906549401154,0.03261862159043544,0.9421632952431036,0.04463222819474913,cooling_active,1,0
